timestamp,spaceId
2025-03-31T16:18:43.844Z,18.6,69,41413915
2025-03-31T16:19:13.476Z,18.6,69,41413915
2025-03-31T16:20:20.004Z,18.6,69.6,,,,,,,41413915
2025-03-31T16:20:50.091Z,18.6,69.6,,,,,,,41413915
2025-03-31T16:21:20.062Z,18.6,69.5,,,,,,,41413915
2025-03-31T16:21:50.108Z,18.6,69.5,,,,,,,41413915
2025-03-31T16:22:20.125Z,18.6,69.5,,,,,,,41413915
2025-03-31T16:22:50.349Z,18.7,69.5,,,,,,,41413915
2025-03-31T16:23:20.089Z,18.7,69.5,,,,,,,41413915
2025-03-31T16:23:50.133Z,18.7,69.5,,,,,,,41413915
2025-03-31T16:24:20.049Z,18.7,69.6,,,,,,,41413915
2025-03-31T16:24:50.126Z,18.7,69.6,,,,,,,41413915
2025-03-31T16:25:20.036Z,18.7,69.6,,,,,,,41413915
2025-03-31T16:25:50.057Z,18.7,69.6,,,,,,,41413915
2025-03-31T16:26:20.041Z,18.7,69.6,,,,,,,41413915
2025-03-31T16:26:50.081Z,18.7,69.6,,,,,,,41413915
2025-03-31T16:27:20.151Z,18.8,69.7,,,,,,,41413915
2025-03-31T16:27:50.108Z,18.8,69.7,,,,,,,41413915
2025-03-31T16:28:20.047Z,18.8,69.7,,,,,,,41413915
2025-03-31T16:28:50.077Z,18.8,69.7,,,,,,,41413915
2025-03-31T16:29:20.020Z,18.8,69.7,,,,,,,41413915
2025-03-31T16:29:50.114Z,18.8,69.7,,,,,,,41413915
2025-03-31T16:30:20.059Z,18.8,69.7,,,,,,,41413915
2025-03-31T16:30:50.097Z,18.8,69.8,,,,,,,41413915
2025-03-31T16:31:20.101Z,18.8,69.8,,,,,,,41413915
2025-03-31T16:31:50.083Z,18.8,69.8,,,,,,,41413915
2025-03-31T16:32:20.053Z,18.8,69.8,,,,,,,41413915
2025-03-31T16:32:50.036Z,18.8,69.8,,,,,,,41413915
2025-03-31T16:33:20.059Z,18.8,69.8,,,,,,,41413915
