timestamp,Living Room Temperature,Living Room Humidity,spaceId
2025-03-27T13:52:24.336Z,20.8,80.5,41413915
2025-03-27T13:52:33.178Z,20.8,80.5,41413915
2025-03-27T13:53:03.235Z,20.8,80.5,41413915
2025-03-27T13:53:33.172Z,20.8,80.5,41413915
2025-03-27T13:54:03.254Z,20.8,80.5,41413915
2025-03-27T13:54:33.241Z,20.9,80.6,41413915
2025-03-27T17:10:44.417Z,22,75.6,41413915
2025-03-27T17:11:14.442Z,21.8,73.8,41413915
2025-03-27T17:11:44.511Z,21.8,73.8,41413915
2025-03-27T17:12:15.170Z,21.8,73.8,41413915
2025-03-27T17:12:44.505Z,21.6,74.7,41413915
2025-03-27T17:13:14.826Z,21.6,74.7,41413915
2025-03-27T17:13:44.490Z,21.6,74.7,41413915
2025-03-27T17:14:14.427Z,21.4,75.6,41413915
2025-03-27T17:14:44.562Z,21.4,75.6,41413915
2025-03-27T17:15:14.520Z,21.4,75.6,41413915
2025-03-27T17:15:44.903Z,21.3,76.6,41413915
2025-03-27T17:16:14.490Z,21.3,76.6,41413915
2025-03-27T17:16:44.538Z,21.3,76.6,41413915
2025-03-27T17:43:09.706Z,20.4,74.4,,,,,,,41413915
2025-03-27T17:43:39.736Z,20.4,74.4,,,,,,,41413915
2025-03-27T17:46:23.943Z,20.2,75,,,,,,,41413915
2025-03-27T17:46:53.987Z,20.2,75,,,,,,,41413915
2025-03-27T17:48:01.715Z,20.1,75.3,,,,,,,41413915
2025-03-27T17:48:31.882Z,20.1,75.3,,,,,,,41413915
2025-03-27T17:48:41.823Z,20.1,75.3,,,,,,,41413915
2025-03-27T17:49:12.024Z,20.1,75.3,,,,,,,41413915
2025-03-27T17:49:41.838Z,20.1,75.3,,,,,,,41413915
2025-03-27T17:50:11.794Z,20.1,75.3,,,,,,,41413915
2025-03-27T17:50:41.818Z,20.1,75.4,,,,,,,41413915
2025-03-27T17:51:11.939Z,20.1,75.4,,,,,,,41413915
2025-03-27T17:51:41.937Z,20.1,75.4,,,,,,,41413915
2025-03-27T17:52:11.937Z,20.1,75.6,,,,,,,41413915
2025-03-27T17:52:41.843Z,20.1,75.6,,,,,,,41413915
2025-03-27T17:53:12.051Z,20.1,75.6,,,,,,,41413915
2025-03-27T17:53:41.948Z,20.1,75.6,,,,,,,41413915
2025-03-27T17:54:11.892Z,20.1,75.7,,,,,,,41413915
2025-03-27T17:54:41.876Z,20.1,75.7,,,,,,,41413915
2025-03-27T17:55:11.796Z,20.1,75.7,,,,,,,41413915
2025-03-27T17:55:41.966Z,20.1,75.8,,,,,,,41413915
2025-03-27T17:56:11.875Z,20.1,75.8,,,,,,,41413915
2025-03-27T17:56:41.837Z,20.1,75.8,,,,,,,41413915
2025-03-27T17:57:11.975Z,20.2,75.9,,,,,,,41413915
2025-03-27T17:57:42.081Z,20.2,75.9,,,,,,,41413915
2025-03-27T17:58:11.981Z,20.2,75.9,,,,,,,41413915
2025-03-27T17:58:41.885Z,20.2,76.1,,,,,,,41413915
2025-03-27T17:59:11.885Z,20.2,76.1,,,,,,,41413915
2025-03-27T17:59:42.048Z,20.2,76.1,,,,,,,41413915
2025-03-27T18:00:11.996Z,20.2,76.2,,,,,,,41413915
2025-03-27T18:00:42.101Z,20.2,76.2,,,,,,,41413915
2025-03-27T18:01:11.841Z,20.2,76.2,,,,,,,41413915
2025-03-27T18:01:42.008Z,20.2,76.3,,,,,,,41413915
2025-03-27T18:02:11.993Z,20.2,76.3,,,,,,,41413915
2025-03-27T18:02:42.056Z,20.2,76.3,,,,,,,41413915
2025-03-27T18:03:12.018Z,20.2,76.6,,,,,,,41413915
2025-03-27T18:03:41.893Z,20.2,76.6,,,,,,,41413915
2025-03-27T18:04:11.923Z,20.2,76.6,,,,,,,41413915
2025-03-27T18:04:41.827Z,20.2,76.6,,,,,,,41413915
2025-03-27T18:05:11.939Z,20.2,76.7,,,,,,,41413915
2025-03-27T18:05:41.971Z,20.2,76.7,,,,,,,41413915
2025-03-27T18:06:11.974Z,20.2,76.7,,,,,,,41413915
2025-03-27T18:06:41.932Z,20.2,76.8,,,,,,,41413915
2025-03-27T18:07:12.084Z,20.2,76.8,,,,,,,41413915
2025-03-27T18:07:41.985Z,20.2,76.8,,,,,,,41413915
2025-03-27T18:08:11.945Z,20.2,77,,,,,,,41413915
2025-03-27T18:08:41.924Z,20.2,77,,,,,,,41413915
2025-03-27T18:09:12.062Z,20.2,77,,,,,,,41413915
2025-03-27T18:09:41.877Z,20.2,77,,,,,,,41413915
2025-03-27T18:10:11.987Z,20.2,77.1,,,,,,,41413915
2025-03-27T18:10:41.990Z,20.2,77.1,,,,,,,41413915
2025-03-27T18:11:11.900Z,20.2,77.1,,,,,,,41413915
2025-03-27T18:11:41.981Z,20.2,77.2,,,,,,,41413915
2025-03-27T18:12:12.222Z,20.2,77.2,,,,,,,41413915
2025-03-27T18:12:41.903Z,20.2,77.2,,,,,,,41413915
2025-03-27T18:13:11.900Z,20.2,77.4,,,,,,,41413915
2025-03-27T18:13:37.271Z,20.2,77.4,,,,,,,41413915
2025-03-27T18:14:07.280Z,20.2,77.4,,,,,,,41413915
2025-03-27T18:14:37.209Z,20.2,77.5,,,,,,,41413915
2025-03-27T18:15:07.262Z,20.2,77.5,,,,,,,41413915
2025-03-27T18:15:37.204Z,20.2,77.5,,,,,,,41413915
2025-03-27T18:16:07.298Z,20.2,77.6,,,,,,,41413915
2025-03-27T18:16:37.253Z,20.2,77.6,,,,,,,41413915
2025-03-27T18:17:07.230Z,20.2,77.6,,,,,,,41413915
2025-03-27T18:17:37.277Z,20.2,77.7,,,,,,,41413915
2025-03-27T18:18:07.280Z,20.2,77.7,,,,,,,41413915
2025-03-27T18:20:05.995Z,20.2,77.9,,,,,,,41413915
2025-03-27T19:11:16.535Z,20.1,79.7,,,,,,,41413915
2025-03-27T19:17:59.002Z,20.1,79.8,,,,,,,41413915
